cbsa,metro,tier,pop_cagr_pct,permits_per_1000_cagr_pct,rental_vacancy_pct,homeowner_vacancy_pct,rent_growth_3yr_pct,income_growth_3yr_pct,land_cost_per_acre_usd,construction_cost_per_sf_usd,vacancy_collection_loss_pct,operating_expense_per_unit_usd,cap_rate_pct,permit_velocity_index,median_home_price_usd,median_household_income_usd,ami_usd,data_vintage,pop_cagr_pct__source,permits_per_1000_cagr_pct__source,ami_usd__source,rental_vacancy_pct__source,income_growth_3yr_pct__source,median_household_income_usd__source,median_home_price_usd__source,rent_growth_3yr_pct__source,homeowner_vacancy_pct__source,land_cost_per_acre_usd__source,construction_cost_per_sf_usd__source,vacancy_collection_loss_pct__source,operating_expense_per_unit_usd__source,cap_rate_pct__source,permit_velocity_index__source
19740,"Denver, CO",sunbelt_growth,1.8797546760160673,1.2910407808192785,8.106127514870371,1.2176862966501982,15.113836792464095,11.028943763979917,801674.9410836013,188.81784997338988,5.8527094245395785,7989.835408109055,5.721836339802785,37.00550254246478,550000.0,92000.0,94312.39169898578,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
12580,"Baltimore, MD",mixed_northeast_midatlantic,0.9590098031070982,3.396577392106168,5.921238178332446,1.970541510117918,10.455725774081758,12.60375600575171,487386.57966035703,206.28829317826117,6.4657872524522535,5751.318108507488,5.5607055620636805,61.611398119088214,330000.0,90000.0,93162.96680131793,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
41180,"St. Louis, MO",midwest_legacy,0.45863198178609255,1.8833871213037856,7.323685471419094,1.7493500820477197,7.8272295161009104,11.302442650197385,258200.1490869434,144.56583210501836,6.111169391457912,5693.926584603635,7.201448799604805,43.52179658578627,230000.0,70000.0,69793.0598647334,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
36740,"Orlando, FL",sunbelt_growth,1.1991876343966559,2.8608115693674874,9.134791062704554,1.6398966644557553,9.384190192452072,15.948455360170087,589112.0904363072,165.75742526879844,5.848027933388328,6844.481022509762,6.06615490562165,41.41977625091845,380000.0,68000.0,70776.16124635273,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
16740,"Charlotte, NC",sunbelt_growth,2.1303889546180157,2.7434750567335375,7.06408402591617,1.8313673659216803,9.698795818419821,12.446311439613922,349167.1470531081,211.07759275578533,7.500154489061405,6311.548005141074,5.97751167931656,48.25422896349454,380000.0,76000.0,75431.34715917164,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
41700,"San Antonio, TX",sunbelt_growth,1.4882430023990982,5.176196954574198,6.681312073090712,1.5287140510622501,16.354579481682457,12.925330571753816,774321.9666119706,173.56879338251602,5.48591563519028,6930.792857101893,5.683847370754965,35.341723715574496,290000.0,66000.0,70564.79844985594,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
38900,"Portland, OR",superstar_coastal,0.36279263664636724,-2.565921836112514,4.100373738002554,0.6833039415597789,12.971216955476224,10.114055892550152,1514815.353670991,300.0834665742636,2.344450269581145,9977.977429214925,4.6970072089690404,76.41762064841527,530000.0,84000.0,87882.80096078118,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
40900,"Sacramento, CA",sunbelt_growth,2.5267210621845013,3.420546128199065,9.296195740937263,1.3695039862657674,0.7824618708333801,11.9670865226071,1174810.1726292958,205.36805794142964,6.722787914933946,6828.417462578333,6.001935500525512,37.54447849469763,530000.0,84000.0,89329.01819752312,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
38300,"Pittsburgh, PA",midwest_legacy,0.2306991763880942,-0.42764587487196604,4.829040814069488,2.008804435705191,8.145664751435932,7.422377645747254,129582.73228813166,149.91172335762835,6.5124772283158405,5674.996444611235,6.638270758247271,52.46166620394881,220000.0,68000.0,69216.94874005197,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
12420,"Austin, TX",sunbelt_growth,1.5604731629645383,7.55078346259895,5.972356921317245,1.1702895828335136,15.514254208438004,17.176366131829834,784533.0674593536,222.83762329065132,7.6520047456804,8146.296222887671,5.39653027823055,40.302776430876875,450000.0,88000.0,90971.57228910457,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
29820,"Las Vegas, NV",sunbelt_growth,2.1129356266613937,-0.8659163306818289,7.4000669587964,2.171684875746847,12.362132864422644,9.693169481947944,850454.2751488667,183.60714755431275,6.62242166592858,7820.612449861902,5.222233576841778,28.52363779617493,410000.0,68000.0,66423.67436676119,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
17140,"Cincinnati, OH",midwest_legacy,0.6286021670299371,0.32896941649381484,7.195676947821864,2.6863842099246957,6.516818572925551,9.789932605479494,350557.83329624403,185.19991007561015,9.243551213356492,7077.122181487179,7.181745772729178,39.22342060381349,250000.0,70000.0,69490.24734796536,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
28140,"Kansas City, MO",midwest_legacy,0.08391825340488715,-1.1689656731379798,8.186753506488131,1.2450801113235106,8.549003477218658,7.872074412414502,397836.8796521592,146.04053142229728,6.736773712431737,6568.094691193308,6.752487493273081,16.19194234945018,280000.0,72000.0,76601.74876744005,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
18140,"Columbus, OH",midwest_legacy,0.08930229756434267,1.3166317146502078,7.1394300800499,1.799381073360751,6.447391525423312,8.802009036029617,182421.76624488848,149.78572363214266,7.937904151382454,6554.675514716934,6.445376500959892,24.030030237112683,290000.0,72000.0,73024.3790161949,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
26900,"Indianapolis, IN",midwest_legacy,0.17988774829519422,0.35829572667158727,5.800280154657671,1.589881749894261,10.37578025766596,7.83750575976045,336937.7086634617,170.11783779398635,5.729385553462408,6125.607030917245,6.851504047791384,54.27316566247471,240000.0,68000.0,67471.61117772825,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
17460,"Cleveland, OH",midwest_legacy,0.2948845934810124,-1.1445330416492148,6.0114013577397785,2.3891489142741085,8.807917002426226,5.486255669204716,205950.7713792608,152.44458407682922,5.271643379906311,6796.1328792441145,5.951975905475872,35.18074667530664,210000.0,62000.0,60394.953846446944,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
41940,"San Jose, CA",superstar_coastal,0.10377778155300826,-3.568190744746882,4.130118565231645,0.5771383904481547,14.002931175103122,7.858116400244352,2558166.5661402913,262.565516204395,5.427936689559052,8435.723699870463,4.611782844414571,72.8656654252577,1400000.0,155000.0,152980.53348032356,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
34980,"Nashville, TN",sunbelt_growth,1.1994236805736647,0.26511337062711693,7.859011703345755,1.7618335928020399,16.701463245268098,16.016400763539977,417325.0742438076,175.3539942767658,4.874021108488183,6573.234627188204,5.4190656857624635,53.31229516055214,430000.0,76000.0,78698.99117443444,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
47260,"Virginia Beach, VA",mixed_northeast_midatlantic,0.45285109488113023,1.0932510894495042,5.167823150011263,1.1212374034475303,6.783328093956164,8.43408198907294,811598.0664940629,179.22016353085772,5.691563925943593,8137.224982664637,5.676847342506964,49.145916889529325,300000.0,72000.0,77480.09129243535,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
39300,"Providence, RI",mixed_northeast_midatlantic,0.6290766369234998,0.14984541677076524,5.975403971540433,0.989398742589476,9.420578500071109,14.930628955924288,620431.1585227179,144.0217162363935,4.490942113087412,8710.006860973637,5.90662237662745,54.84473429958921,420000.0,82000.0,85085.13221362607,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
33340,"Milwaukee, WI",midwest_legacy,0.23871112518627188,-0.6205006295050768,6.231778285912752,2.7400021823037246,7.479409911116501,7.815074852321458,365902.9315773581,148.9291437507009,5.664948470551899,6183.8561371924525,5.973585738699508,38.32378344890433,280000.0,68000.0,68942.7738903843,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
27260,"Jacksonville, FL",sunbelt_growth,1.8600407823282818,3.9027293399947975,7.959294947544217,2.0910043453405676,16.591093795488437,12.239818375104543,134220.81224334403,199.3552315864357,6.313451014041415,8878.52989791437,5.680023684878533,47.26916833175875,330000.0,68000.0,70310.23515120886,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
36420,"Oklahoma City, OK",sunbelt_growth,1.750379381776627,5.710879929583783,8.220844359604312,1.48072727864888,12.810524390072246,13.841141167141808,557646.0132573168,193.0898170991971,7.646485799411818,7547.467001100198,5.550444033958068,50.43501784935105,230000.0,62000.0,61817.31284455045,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
39580,"Raleigh, NC",sunbelt_growth,2.4561765527060038,-0.7807845791425443,7.549686643992962,1.4567916359395314,10.9401928109971,14.061783171427859,828822.8548318732,194.13159543477403,8.358574630779389,6464.398932622601,5.497909369532787,32.060057164135955,410000.0,82000.0,81370.77438502456,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
32820,"Memphis, TN",midwest_legacy,-0.00977991240071549,0.5108421781133614,8.520309515045604,1.853081295129111,7.231490729888328,7.306882154627358,279899.67244480795,185.40107280265454,7.4754909712354465,6680.7952100961365,7.064291945972695,24.785164532813745,220000.0,58000.0,58159.20894730801,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
40060,"Richmond, VA",mixed_northeast_midatlantic,0.8584350070832585,4.4213202913718295,5.130269095728463,1.6223897984973588,7.862344749027823,12.58610838634883,240505.13579226675,228.20243970756835,5.086645766105379,8659.297887637313,5.772172968532165,41.16633387081295,330000.0,78000.0,81203.72178266765,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
31140,"Louisville, KY",midwest_legacy,0.4445043776371628,1.16730478936434,7.153862178359356,2.6146215103960886,8.459449070219813,7.822945495429929,472277.1824394631,155.5375007029306,6.949711161323877,6927.993437492233,5.751075036337737,35.524188703780645,240000.0,64000.0,63698.288634763405,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
35380,"New Orleans, LA",mixed_northeast_midatlantic,0.8410566159624728,-1.7807232019034398,3.3997596579858147,1.5255256901630911,8.124911474163925,13.247200953451491,414219.64121780376,192.49758199892236,4.924468695661879,7312.011683852163,6.463754968686621,70.95060714892783,250000.0,55000.0,59275.93702500401,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
41620,"Salt Lake City, UT",sunbelt_growth,2.6469701335474873,1.0690033311774563,7.598411870804798,2.5326965338501135,12.254164141739913,14.17227513123263,744832.6179547455,191.35724549846583,5.199102936186971,6961.295746429287,5.914522477932426,28.59394421163773,530000.0,86000.0,87297.919393552,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
25540,"Hartford, CT",mixed_northeast_midatlantic,-0.03759483438503053,1.7517001879314331,5.232224299034835,1.4410986811836102,10.423930731956782,6.768223764483652,477959.369065038,231.2144910795881,7.153453949372452,7192.996637926739,6.919794416771746,50.609070610736055,280000.0,82000.0,87632.30129055066,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
15380,"Buffalo, NY",midwest_legacy,0.004760176174359726,-2.2031734121802193,8.513120902666088,1.4608347568726627,7.802310632404938,7.635446169016494,192715.90543524176,166.7477200839434,5.94733183875576,5088.654294930565,5.639189580548315,39.90938113021283,220000.0,62000.0,65763.3358584019,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
13820,"Birmingham, AL",midwest_legacy,0.8440424670899378,2.611969400406319,7.2163305808528735,1.8006011012878382,7.82261238950269,7.816029528273985,342496.89478397917,145.187734541186,4.869085808847966,5621.866757893249,6.826172287567453,38.01881026783455,210000.0,58000.0,56820.54608060199,synthetic-2024-estimate,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic,synthetic
